"","x"
"1355",88811.1355900056
"1356",247799.751147981
"1357",168987.918391192
"1358",131975.47778228
"1359",184355.020067917
"1360",145161.189680625
"1361",101448.682656056
"1362",188402.862590248
"1363",312615.158533814
"1364",168984.228491526
"1365",149216.350098369
"1366",128156.240667732
"1367",137355.59720249
"1368",225002.12500592
"1369",221967.632659106
"1370",223711.061625855
"1371",167701.992683218
"1372",242022.518759157
"1373",320030.0415305
"1374",228242.983485449
"1375",225637.327562035
"1376",185533.39405619
"1377",158858.052797322
"1378",158517.161280005
"1379",167645.934087394
"1380",208322.154114549
"1381",203555.55543798
"1382",220064.050880723
"1383",143515.57578351
"1384",170757.859040362
"1385",129403.537927138
"1386",212437.333793473
"1387",206696.442350808
"1388",234237.396374679
"1389",194253.835222512
"1390",270819.900155295
"1391",206783.556386471
"1392",240731.311721393
"1393",233273.784225726
"1394",135909.957533336
"1395",199382.739735085
"1396",194418.181456446
"1397",183492.880083453
"1398",202343.032361388
"1399",109312.067858407
"1400",129775.554306911
"1401",123939.802405649
"1402",179430.918370228
"1403",132829.455692257
"1404",233578.211607539
"1405",143726.46608801
"1406",133674.15718562
"1407",95577.5569370705
"1408",97144.4334440997
"1409",93517.0411598986
"1410",118493.545191002
"1411",84537.6285610005
"1412",44310.3016637931
"1413",106900.617634195
"1414",139967.558466513
"1415",108392.680804159
"1416",164480.735737727
"1417",148453.740638443
"1418",156990.09278077
"1419",147009.146941244
"1420",108432.979758613
"1421",151498.968846141
"1422",178570.555092729
"1423",204002.08381388
"1424",200999.542786372
"1425",187247.672557254
"1426",249334.569617826
"1427",97417.2985511352
"1428",142919.39200061
"1429",60386.0738851558
"1430",76333.0204781322
"1431",131117.821899923
"1432",46813.2910677798
"1433",87488.0372037682
"1434",63210.2632340825
"1435",374453.153901689
"1436",283305.402451709
"1437",208564.42201205
"1438",128816.923978503
"1439",211212.10993992
"1440",156347.278145547
"1441",219645.176687435
"1442",182873.053179251
"1443",323257.674983589
"1444",352085.963114807
"1445",67411.1003180584
"1446",196884.28692288
"1447",108114.077566264
"1448",127938.239598396
"1449",142118.455180965
"1450",77215.3878695811
"1451",80752.7045991913
"1452",144228.300106802
"1453",74003.8263660925
"1454",77312.9138897017
"1455",86000.5430833422
"1456",75076.7505155942
"1457",169818.946536778
"1458",121570.754580868
"1459",206891.083676969
