"","x"
"1356",244679.094449933
"1357",164281.994354657
"1358",134647.340700525
"1359",174295.171210523
"1360",143675.542232077
"1361",99513.2568497477
"1362",187512.81132461
"1363",352017.772650337
"1364",170872.573667028
"1365",145662.096541971
"1366",129149.990677399
"1367",136240.125995015
"1368",224985.5484884
"1369",206906.119857942
"1370",223988.018135608
"1371",165418.184295127
"1372",251294.369011742
"1373",317182.180104372
"1374",228611.730549895
"1375",221634.577378397
"1376",184365.427312526
"1377",160037.68324577
"1378",158470.832815483
"1379",168869.691871913
"1380",207901.445840545
"1381",201194.021596061
"1382",220543.53329132
"1383",144591.956160604
"1384",168898.287563904
"1385",129344.392646092
"1386",211585.002294137
"1387",205736.575768451
"1388",230350.35703345
"1389",195044.059966429
"1390",275684.080446455
"1391",206554.143510152
"1392",239576.66926428
"1393",233288.150935535
"1394",136882.326967373
"1395",201413.602634992
"1396",196016.225090679
"1397",182295.091466573
"1398",204181.394848652
"1399",108517.243456271
"1400",131573.551116256
"1401",124730.877871963
"1402",179506.184893613
"1403",134959.182782282
"1404",239652.868900603
"1405",141239.080056918
"1406",136105.193783171
"1407",96721.4742128173
"1408",100677.58960614
"1409",95278.1217743113
"1410",117320.08118182
"1411",81241.3621388297
"1412",44636.6752682759
"1413",104954.43334539
"1414",142079.498247969
"1415",109533.534319595
"1416",166041.200119356
"1417",149142.821619314
"1418",157879.168326412
"1419",148313.754171507
"1420",106831.115959175
"1421",154235.96748569
"1422",177934.076745445
"1423",203048.879552135
"1424",201991.266756608
"1425",187839.307600469
"1426",251668.079014879
"1427",96235.1577134878
"1428",140192.267683185
"1429",61514.6112703941
"1430",78406.8480204878
"1431",133294.475292295
"1432",48124.2494936817
"1433",85548.6246861577
"1434",61584.7554328212
"1435",365925.92133032
"1436",285066.86527582
"1437",206638.613661779
"1438",131315.961968347
"1439",208160.601132869
"1440",156342.901413262
"1441",217782.108538337
"1442",189334.131578765
"1443",320133.623331063
"1444",355848.65350604
"1445",64669.511794432
"1446",193889.571912224
"1447",104903.085037333
"1448",128120.531218117
"1449",140781.500251337
"1450",77777.5788178025
"1451",79444.0310864261
"1452",140545.481062147
"1453",73760.6744931801
"1454",77050.5553811829
"1455",85821.1344178125
"1456",74484.6114718097
"1457",173494.50401399
"1458",118207.361926327
"1459",206868.690358391
